Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2021-06-24,130.28329467773438,131.48446319152282,129.81453363235784,131.298913807041,68711000
2021-06-25,129.9902801513672,130.7519979740222,129.69730831930764,130.33208310563106,70783700
2021-06-28,131.62112426757812,132.08010994524813,130.22464670870133,130.28323808863115,62111300
2021-06-29,133.1348114013672,133.29106502927266,131.20122118482706,131.6406714747908,64556100
2021-06-30,133.7500762939453,134.18952666784298,132.6856112890496,132.9785831720377,63261400
2021-07-01,134.05279541015625,134.11138680082388,132.5781758729055,133.39850004575504,52485800
2021-07-02,136.6797637939453,136.71881975736173,134.52155301126126,134.66803150053377,78852600
2021-07-06,138.6914825439453,139.79498860999516,136.78718765891608,136.78718765891608,108181800
2021-07-07,141.1816864013672,141.4941787382535,139.3164479398055,140.17581304211686,104911600
2021-07-08,139.88287353515625,140.68364735524526,137.37309975875638,138.2617755637112,105575500
2021-07-09,141.70904541015625,142.2363828285555,139.30669407903906,139.4043563311566,99890800
2021-07-12,141.11337280273438,142.89072485841734,140.6250912359429,142.78330231767637,76299700
2021-07-13,142.2266387939453,144.00399065736747,140.26375247219565,140.65437172290618,100827100
2021-07-14,145.65432739257812,146.06449685832388,144.2187789659628,144.62894843170855,127050800
2021-07-15,145.00006103515625,146.48444087501676,143.64263914576114,145.74225840567044,106820300
2021-07-16,142.9590301513672,146.2500420755194,142.46098847923267,144.9805223346472,93251400
2021-07-19,139.11135864257812,140.69340040632105,138.3496409012505,140.3808931785124,121434600
2021-07-20,142.72467041015625,143.6524171415738,139.6094470898314,140.097728569033,96350000
2021-07-21,141.99229431152344,142.70519623155477,141.24035131815734,142.11925230572658,74993500
2021-07-22,143.35948181152344,144.7266643412713,142.39267887187688,142.51963685720062,77338200
2021-07-23,145.0781707763672,145.23442440451626,143.47660834075452,144.09184768836266,71447400
2021-07-26,145.4981231689453,146.31843249256286,144.23834858516193,144.79499663408214,72434100
2021-07-27,143.3301239013672,145.71293947720633,142.13871611344763,145.62503750180875,104818600
2021-07-28,141.58209228515625,143.5254579196167,139.19927630353345,141.4160783718357,118931200
2021-07-29,142.2266387939453,143.1153147256564,141.1914843685101,141.29890689763087,56699500
2021-07-30,142.4414825439453,142.90046835495775,140.7324972607366,140.9961734481876,70440600
2021-08-02,142.1094207763672,143.50589840764349,141.84574465184807,142.92972994024274,62880000
2021-08-03,143.90631103515625,144.57036666149511,141.77739614243097,142.3926355441965,64786600
2021-08-04,143.5059051513672,144.32621435379124,142.85160984220758,143.81841241009994,56368300
2021-08-05,143.6133270263672,144.37504483971543,142.7441867059485,143.53520021202812,46397700
2021-08-06,142.9287109375,143.8773972975789,142.42992307824377,143.13410295218878,54126800
2021-08-09,142.8798065185547,143.47640294108896,142.3223394909196,142.9873899692901,48908700
2021-08-10,142.4005889892578,144.46422440880676,142.1071782098756,143.22212723273427,69023100
2021-08-11,142.65492248535156,143.4960257343142,142.33217200247663,142.84074987762784,48493500
2021-08-12,145.61831665039062,145.77480442008488,142.63533383088497,142.97764896165427,72282600
2021-08-13,145.82366943359375,146.15619466200167,145.01190613589833,145.69652128952967,59375000
2021-08-16,147.79928588867188,147.8677548726636,143.25147091055382,145.27597699148956,103296000
2021-08-17,146.88975524902344,148.3470047149868,145.8139204751284,146.92886973012176,92229700
2021-08-18,143.14389038085938,147.4080844695857,142.938498348175,146.50830231259667,86326000
2021-08-19,143.47640991210938,144.74784668525945,141.32475571635126,141.8431082977637,86960300
2021-08-20,144.93368530273438,145.23687099584217,143.55466496618592,144.2001657522503,60549600
2021-08-23,146.42030334472656,146.8897517241176,144.64028856581433,145.05105776321832,60131800
2021-08-24,146.33226013183594,147.54501786684636,145.87258667150505,146.16599748585364,48606400
2021-08-25,145.09994506835938,147.0168826886461,144.5522528692755,146.51807985316438,58991300
2021-08-26,144.29795837402344,145.84324134015625,144.26861878609316,145.09017201862116,48597200
2021-08-27,145.3346710205078,145.48136895257556,143.60356080464544,144.23927174159581,55802400
2021-08-30,149.7553253173828,150.11720505871097,145.34443375463215,145.72586326960624,90956700
2021-08-31,148.4936981201172,149.4423845898935,147.9655556918431,149.30546153876566,86453100
2021-09-01,149.15878295898438,151.57450907043452,148.99252028179305,149.4717585326363,80313700
2021-09-02,150.273681640625,151.3201765731345,149.05114919993167,150.48884854406634,71115500
2021-09-03,150.90943908691406,151.23218950970838,149.7260208700016,150.38129660470707,57808700
2021-09-07,153.2469024658203,153.8043695479327,150.99743959102315,151.56469648456283,82278300
2021-09-08,151.70162963867188,153.58921285674052,150.59645536526742,153.53053367824012,74420200
2021-09-09,150.6844940185547,152.67966077073964,150.56712073419473,152.07328934160887,57305700
2021-09-10,145.69651794433594,152.06346111215902,145.43244677560867,151.59401286380336,140893200
2021-09-13,146.26376342773438,148.09266692388925,145.481339792054,147.32003309737948,102404300
2021-09-14,144.865234375,147.75042357206001,143.6818310431746,147.0462435219262,109296300
2021-09-15,145.7552032470703,146.15619746026422,143.15365068997156,145.29552986579753,83281300
2021-09-16,145.5205078125,145.6965602839762,143.98501448007158,145.1782076058161,68034100
2021-09-17,142.85049438476562,145.54985605884855,142.55708356060515,145.54985605884855,129868800
2021-09-20,139.79904174804688,141.6572852174671,138.16574008474763,140.64014472255653,123478900
2021-09-21,140.27825927734375,141.42256280767091,139.642548359155,140.7672722677942,75834000
2021-09-22,142.6450958251953,143.21233776359767,140.54233100418216,141.27585049264187,76404300
2021-09-23,143.60357666015625,143.84808318959392,142.43972319227385,143.42752419874412,64838200
2021-09-24,143.6915740966797,144.22949136628228,142.36145817706782,142.45926674371992,53477900
2021-09-27,142.17562866210938,142.7526753188713,140.65970036682202,142.27343722725323,74150700
2021-09-28,138.79168701171875,141.56927754565646,138.5765200764918,140.10223840010562,108972300
2021-09-29,139.69146728515625,141.2758647647725,138.90904343372455,139.33937729818666,74602000
2021-09-30,138.3907012939453,141.20742140322028,138.17553434540375,140.50324137590155,89056700
2021-10-01,139.51536560058594,139.7794367285065,136.05316105330198,138.78184629685313,94639600
2021-10-04,136.08255004882812,139.08509731906585,135.23167212302508,138.6449736382081,98322000
2021-10-05,138.00926208496094,139.11443634160335,136.29771642835235,136.42486459550415,80861100
2021-10-06,138.8796844482422,139.02638237086833,135.32944548577333,136.40527999667046,83221100
2021-10-07,140.141357421875,141.05092948182715,139.58389028870607,139.91641559084152,61732700
2021-10-08,139.75994873046875,141.01182116861023,139.4274233786023,140.8651231967564,58773200
2021-10-11,139.67185974121094,141.62791130803356,138.69383395779963,139.14373238450403,64452200
2021-10-12,138.40048217773438,140.1022531380476,137.94080866989395,140.08268843547052,73035900
2021-10-13,137.81362915039062,138.29285227644627,136.14119834359943,138.1363794788412,78762700
2021-10-14,140.6010284423828,140.7184017237602,138.40046969110713,138.98729132751163,69907100
2021-10-15,141.65731811523438,141.7159973023287,140.35654141515744,140.6108377905611,67940300
2021-10-18,143.3297119140625,143.61333288501362,140.0142044027078,140.2978253736589,85589200
2021-10-19,145.4911651611328,145.89215946553824,143.32973571996214,143.77961939322623,76378900
2021-10-20,145.98016357421875,146.45940171355207,144.86521446863128,145.43247137126255,58418800
2021-10-21,146.19534301757812,146.35183078139093,144.62072033751141,145.54006729554342,61421000
2021-10-22,145.42271423339844,146.8799636819581,145.37380993998815,146.40074040762428,58883400
2021-10-25,145.37379455566406,146.08774940871533,144.3762037849461,145.41290903215594,50720600
2021-10-26,146.0388641357422,147.52545305998103,145.73566350958762,146.04863902426567,60893400
2021-10-27,145.57916259765625,146.4398152500375,145.22707267329858,146.07795043904167,56094900
2021-10-28,149.21743774414062,149.804244404835,146.43005760449074,146.5278661763529,100077900
2021-10-29,146.50828552246094,146.64520855406127,143.19277825689716,143.98497686283406,124953200
2021-11-01,145.68675231933594,146.4104819724985,144.5522386338212,145.71609190400514,74588300
2021-11-02,146.72348022460938,148.23942366972244,145.38357431484795,145.39336412691904,69122000
2021-11-03,148.1611785888672,148.63062693615777,146.52787680010098,147.08534391435344,54511500
2021-11-04,147.642822265625,149.0805068605867,147.32984675958332,148.24919365421385,60394600
2021-11-05,148.17172241210938,149.07281782729038,146.97678796158638,148.76918963737086,65463900
2021-11-08,147.3489532470703,148.4557402315451,147.0747075253852,148.29902412050475,55020900
2021-11-09,147.7113494873047,148.31860574960734,146.97675951376903,147.11388237768483,56787900
2021-11-10,144.88076782226562,147.04536675115244,144.81221384507222,146.93762626246985,65187100
2021-11-11,144.8317413330078,146.35968594886663,144.64564283192527,145.899356689965,41000000
2021-11-12,146.90823364257812,147.3097982131486,144.449795829464,145.38027365145768,63804000
2021-11-15,146.9180145263672,148.7593917575851,146.3597188974358,147.28040751304476,59222800
2021-11-16,147.89749145507812,148.37742909241703,146.2715949157919,146.8592730453793,59256200
2021-11-17,150.33636474609375,151.8153345605446,147.88773031769787,147.8975194751112,88807000
2021-11-18,154.62631225585938,155.40987800940817,149.90535437132496,150.55179723889825,137827700
2021-11-19,157.25123596191406,157.71158022509883,153.3138293695712,154.41081232255357,117305600
2021-11-22,157.7115936279297,162.29542845267346,157.69200037488366,158.3580215257173,117467900
2021-11-23,158.09356689453125,158.47555309859132,155.79184557181551,157.80951705712113,96041900
2021-11-24,158.6127166748047,158.80860440364947,156.35997042990053,157.44716451205608,69463600
2021-11-26,153.58807373046875,157.15328324096114,153.14732272261747,156.2913744764638,76959800
2021-11-29,156.94761657714844,157.8780943084946,155.52739720558188,156.09548196515397,88748200
2021-11-30,161.9036407470703,162.11912167836516,156.63417697403202,156.70274588184037,174048100
2021-12-01,161.38453674316406,166.800912709941,161.14946255292463,164.0388470193993,152052500
2021-12-02,160.39527893066406,160.82624080588923,154.55774519881157,155.47843376037946,136739200
2021-12-03,158.51473999023438,161.57064486360198,156.43830349501886,160.64995624545222,118023100
2021-12-06,161.92327880859375,164.43067767179699,160.90463867961986,160.91442783547066,107497000
2021-12-07,167.662841796875,168.05463216133037,164.881197462976,165.60599842826275,120405400
2021-12-08,171.4827117919922,172.3446356103418,167.19270089919112,168.59332710400926,116998900
2021-12-09,170.973388671875,173.11839407886248,170.3465390733042,171.31620335113058,108923700
2021-12-10,175.76290893554688,175.93921831838114,171.1007161505561,171.61003610118843,115402700
2021-12-13,172.129150390625,178.38785718223016,171.9234585953343,177.39859965742585,153237000
2021-12-14,170.7481231689453,174.08806304841983,168.67168661995763,171.64921855709608,139380400
2021-12-15,175.6160125732422,175.81190028087914,168.76962734356553,171.5121000863054,131063300
2021-12-16,168.72064208984375,177.41819331105674,167.24167279418768,175.5964093375668,150185800
2021-12-17,167.62367248535156,169.90580094866743,166.20346789014454,166.43852716670187,195432700
2021-12-20,166.26226806640625,167.0752164430214,164.01932563571827,164.82246991020898,107499100
2021-12-21,169.43565368652344,169.6413305368034,165.64515876193008,168.03502751462352,91185900
2021-12-22,172.03118896484375,172.24666990143447,168.61289133008395,169.48460422982922,92135300
2021-12-23,172.6580810546875,173.21637678573038,171.66883828957722,172.2369231764139,68356600
2021-12-27,176.6248321533203,176.71297937182496,173.4318194724349,173.4513977796986,74919600
2021-12-28,175.606201171875,177.6042945644057,174.86182193569553,176.45833582983963,79144300
2021-12-29,175.6943359375,176.91865254996387,174.47980847763824,175.6453602839472,62348900
2021-12-30,174.53857421875,176.85988869120052,174.43083375846518,175.7824840883525,59773000
2021-12-31,173.92152404785156,175.54740511503024,173.6178809806125,174.43082898683727,64062300
2022-01-03,178.2703094482422,179.12244407617163,174.05867174915193,174.17620137564992,104487900
2022-01-04,176.0078125,179.18124760864967,175.43972760704736,178.8776193777369,99310400
2022-01-05,171.3260040283203,176.46813489136744,171.05175824457976,175.9196433238863,94537600
2022-01-06,168.46597290039062,171.6981718811385,168.11336910348592,169.15158724290762,96904000
2022-01-07,168.6324920654297,170.5620164817169,167.5159157741246,169.3376997173353,86709100
2022-01-10,168.652099609375,168.95572780142643,164.7146923768041,165.60599864366586,106765600
2022-01-11,171.4827117919922,171.58064816981238,167.31024547595837,168.77942565072325,76138300
2022-01-12,171.9234161376953,173.53950791267798,171.2280127466255,172.50128992920844,74805200
2022-01-13,168.652099609375,172.9910714162829,168.26030924441002,172.16833406776786,84505800
2022-01-14,169.51402282714844,170.20942643626557,167.57469415475944,167.8195575274604,80440800
2022-01-18,166.31118774414062,168.99488045377709,165.92920152184269,167.98604466295757,90956700
2022-01-19,162.81455993652344,167.56491564685888,162.53052498206404,166.5071040161468,94815000
2022-01-20,161.1298828125,166.19365539118294,160.80666137829382,163.54913404663756,91420500
2022-01-21,159.0730438232422,162.91249968467412,158.965303342259,161.04173994454513,122848900
2022-01-24,158.29928588867188,158.9653221075386,151.52146877699158,156.73216909742968,162294600
2022-01-25,156.49703979492188,159.41580630840494,153.7937541930319,155.71347420233516,115798400
2022-01-26,156.40892028808594,161.01234841002858,154.57734716045317,160.14063545703362,108275300
2022-01-27,155.94859313964844,160.4736636918006,155.02790442490624,159.112223875077,121954600
2022-01-28,166.830322265625,166.849915520985,159.45503834907882,162.3052517203285,179935700
2022-01-31,171.1888885498047,171.40436952425716,166.0271642085972,166.66381797685227,115541600
2022-02-01,171.02236938476562,171.2476394960686,168.76962343591478,170.43469133018758,86213900
2022-02-02,172.2270965576172,172.266283066221,169.7686736999572,171.15949584991125,84914300
2022-02-03,169.34751892089844,172.61890525422228,168.5835463199836,170.89505737911136,89418100
2022-02-04,169.0631103515625,170.7401162961765,167.38610440694853,168.3668057872498,82465400
2022-02-07,168.34715270996094,170.59295162188582,167.65084835172632,169.52399102516253,77251200
2022-02-08,171.45599365234375,171.965962469506,168.12160057312957,168.4158139278121,74829200
2022-02-09,172.87802124023438,173.2408759269309,171.5246486789991,172.65246413479986,71285000
2022-02-10,168.7982940673828,172.09345086021537,168.23930213729957,170.77931477893978,90865900
2022-02-11,165.38548278808594,169.7397993797007,164.79705596488338,169.0042733328554,98670700
2022-02-14,165.62083435058594,166.30732224292808,163.34560023389338,164.13996586391173,86185500
2022-02-15,169.4553680419922,169.61228383864895,166.96439336840055,167.670499489042,62527400
2022-02-16,169.22000122070312,169.994748612644,166.76824813134002,168.53351334854412,61177400
2022-02-17,165.62083435058594,168.5923579851135,165.2187432406735,167.72933608370406,69589300
2022-02-18,164.07131958007812,167.24878200376986,162.98274061084325,166.5426908818598,82772700
2022-02-22,161.1488800048828,163.4731378050802,159.02074455035495,161.7961316314083,91162800
2022-02-23,156.98086547851562,162.94351625967545,156.6670338772365,162.34528786351217,90009200
2022-02-24,159.59934997558594,159.70722772731528,149.0666116347653,149.63542023803691,141147500
2022-02-25,161.66860961914062,161.9333881865455,157.76540780776472,160.6780917637284,91974200
2022-02-28,161.9333953857422,162.22760877136363,159.2953064697166,159.91315308309024,95056600
2022-03-01,160.05043029785156,163.38482330332894,158.84417203107242,161.52148207442062,83474400
2022-03-02,163.34559631347656,164.13016029917193,159.8052642347465,161.21747641613547,79724800
2022-03-03,163.02198791503906,165.6502754224143,162.35511815252505,165.21876441640376,76678400
2022-03-04,160.02101135253906,162.3550849729684,158.9716688608393,161.31554410601458,83737200
2022-03-07,156.22572326660156,161.83533601406552,155.97073134624392,160.2073682314536,96418800
2022-03-08,154.401611328125,159.73662866525098,152.7932618336368,155.75498387793954,131148300
2022-03-09,159.80528259277344,160.2564117997747,156.33360638496927,158.36365040568722,91454900
2022-03-10,155.46078491210938,157.29469168011647,152.96979505950804,157.10835602606574,105342000
2022-03-11,151.743896484375,156.20609005481433,151.51833939243923,155.8628386400447,96970100
2022-03-14,147.7132110595703,151.14566528522778,147.2032572060636,148.52719485737234,108732100
2022-03-15,152.0969696044922,152.56771702935066,147.4778746009712,147.98782853142856,92964300
2022-03-16,156.51010131835938,156.9121924028267,151.47911432517643,154.01912684826212,102300200
2022-03-17,157.52024841308594,157.89291972026123,154.58796090972857,155.54904405714797,75615400
2022-03-18,160.8153839111328,161.30573452736996,156.67682351294607,157.41234943730183,123511700
2022-03-21,162.1884002685547,163.13968181166422,159.8641278042269,160.35447849802293,95811400
2022-03-22,165.56199645996094,166.1504082464849,161.72745088254396,162.31586266906788,81532000
2022-03-23,166.92520141601562,169.30829877130867,164.41459311854004,164.7480429864726,98062700
2022-03-24,170.71066284179688,170.77930414345957,166.92515566056534,167.7587426911126,90131400
2022-03-25,171.34812927246094,171.89731959636083,169.4161465488256,170.52434378661113,80546200
2022-03-28,172.2111358642578,172.33861684390223,168.68060557578377,168.84732298325162,90371900
2022-03-29,175.50633239746094,175.55535549692144,172.936884505865,173.28013598798506,100589400
2022-03-30,174.3392791748047,176.14376602591867,173.289921571538,175.1042250130881,92633200
2022-03-31,171.24029541015625,174.59429285993158,171.0343415037647,174.40795717422444,103049300
2022-04-01,170.94602966308594,171.5050365492017,168.62177252764585,170.6714345147771,78751300
2022-04-04,174.996337890625,175.04537594723365,171.07353279095375,171.2010287452735,76468400
2022-04-05,171.6815643310547,174.85904187741096,171.05391610805626,174.0744778575844,73401800
2022-04-06,168.51388549804688,170.27915061431153,166.84669648547398,169.03365592612585,89058800
2022-04-07,168.8179168701172,170.01437362269277,166.5721175347958,167.8568338106809,77594700
2022-04-08,166.8074951171875,168.46488285345913,165.9346714824091,168.46488285345913,76575500
2022-04-11,162.55128479003906,165.76798473383676,162.30610939819888,165.45416801372687,72246700
2022-04-12,164.42437744140625,166.59171885387798,163.4240579625581,164.77743049486364,79265200
2022-04-13,167.1114959716797,167.73914420674996,163.55156041909547,164.1595904381064,70618900
2022-04-14,162.10008239746094,167.96468590036903,161.8549071161648,167.3272211904121,75329400
2022-04-18,161.88433837890625,163.38480987049905,160.41328672328103,160.75652313100682,69023900
2022-04-19,164.1693878173828,164.58129552240263,160.7467499371193,161.8353289533827,67723800
2022-04-20,164.00267028808594,165.62083637298807,162.89448802131358,165.50314204406817,67929800
2022-04-21,163.2082977294922,168.21968163880754,162.70814548680565,165.65024919174274,87227800
2022-04-22,158.6676788330078,164.6303453628702,158.38328200071132,163.2475677102336,84882400
2022-04-25,159.7366485595703,160.02104538080667,155.40195017437114,158.01060452122857,96046400
2022-04-26,153.7740020751953,159.20708193806465,153.69554415749639,159.1188223922725,95623200
2022-04-27,153.54840087890625,156.70624511583344,152.38136400484169,152.9011344667558,88063200
